00100100000001100000000001001010110000100000000000001001000000000000000010100100001000010000000010000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000001000000|1475.0, -13.323495562739232|
10100101000001111010100111001010100100100110100001101011011110010010011010100111001010111101011110000101111001001000101000011110100001100000100011100011000110111110011111101001000110011000000110010000100|7173.0, -46.61123431663385|
10101100000101100010100101001010100100100010100000001011010111000110011001101011111010101001010110010000110110100000100000110010110001100111001011100111001100000110010011111000000000011100000010011000110|6468.0, -45.9437984189971|
10100100000101101011100101001010100010100110100100001011010110000010011010110010001000101101010110000101111001000100100001000111100101100000000011100110010000000110000010101100000000011110000110010001101|6035.0, -44.958322714358|
00100100000001000000000001101010100000100000100000000001001000001000000000000000001000110000000000000000001000100100000000000001000000000000000000000000000100000000000010001000000000001000000001000000000|1785.0, -19.19803050402172|
10100100000001100000100101001010100000100100100000001001010110000010011001100110111000101101010111000001110000000000101000000010000001100010000111100110000000100100000010101001000000001000000110000000100|4627.0, -40.78423161813234|
00100100000001100010100001001010100000100000100000001001010100000010001000000110001100101010010010000000100000000000100000000011100001100000000111100010000000000111000010101000000000001010100010000000100|3818.0, -36.277191913776214|
00100100000001100000000000001010110000100000100000001001001100000000000000000000101010010000000001000000000000000000100000000100100001000000000000000001000100000100000010001000010000001000000000000000000|2197.0, -24.51487784032042|
00100100000001010000000000001011110000100000101000001001010100010010001000000010001000011001000010000100100001000010100000000010000001000000000011100010000000000000000010001000000000011000000000000000000|3024.0, -31.0452051062957|
10100100000001100000100001011010100000100010100000011001011110000000011000000010001000001000000010000000000000000001100000100001000001000000000011101000000000000100001010011000000000001000000010000000000|3211.0, -32.694056514273186|
10100100010101110000100101001010100010100010100000001011111110000010111001000110001000101001010010001000100000000000100000000010100001110001110011100010000000100110000010001001000100001100000111000000000|4905.0, -42.44655165720194|
00100100000001101100101000101010100000100000100000001001010100000010001000000010001000001001000000000000000000000000100010000010000001000000000011100100000000000000000010011000000000001100000000010000000|2801.0, -28.82743030658956|
10100100000001100010100000001010100000100010110000011001010110000010111000001010001000101000010010000000000000000001100000000000000001100000000011100010000000000110000010011000000000001000100010000000000|3506.0, -33.83926994620291|
