11101011100101100101110101101010101000100011101110011110101111001101111101011011111011111101101011001001111111100010111010000110101011110101110111111111100111100100111011101101011100111101111110100100100|9704.0, -41.35436636453496|
10000000010001011000001000100000000000000011001100101000000100111110100000000100000000011010100000000010000000000010000001000100100000001000000001001010100010000001010001000001110100010001000110101000110|3791.0, -5.389309599314875|
10110101100101100010111101011010100000101011100000101010110001000101011010101000111110001011011101110110010000010100100110100000000001100001000110110011100111011110110111101100101011001011111110111000010|7653.0, -39.55862433543448|
01100100010011110100010100001010100011001000100110111001010110001110000011010011001010111100010111100000101100000110110100000010000001100011110010101111010110000000110011001100001100001001011111000010010|6630.0, -37.16025062127101|
10110000000000011000111100001110011010001000000010101100000000010010000001100000011000110000001010110000000100110100001010010001000000000000100110001000010110000000000000100000110000001100000010000000001|3891.0, -11.890368589567432|
00001001010001100100001000101010000110000100100010001001010100000010010011010001000010100101000110000101001010000000100010100100001101100000000000011010000010000100001010000000110000011000010000010011000|4294.0, -17.743823103614652|
01100111000000000100111000001010011010101100100110101001000000000001000010101000011011111000001100000010001111100000001010001000000001000011000000101000000010001010000000001000001000000000100011010001100|4383.0, -20.022289065231362|
10000100001101011001000101011100000111100110100010101011010000011100010000000100000000101001110000000111000010010100000000000010100001000000000010110010110001100010000110000000010110001001010001000100110|4862.0, -23.66838562744346|
00101100000001100000010000011011001101100000101100111001010000001001010001000001011000001000000010010000100100010000000111000000100001000000001011101000000010100101000010011001000010000111001110001000010|4523.0, -23.312647480418885|
00011001110000100000010001000010011010000100101000000101100011001000000001100110010000000001000101101010010000110000001000001000000001000100001000001010001000100010100010110001010100100001101010000000000|4028.0, -12.791139431323261|
10100101100001000000100001111010100010100000100110000011001000000001000100100111000000110010101001100110100000100010000110000100001011000011000100101011000000001000000111001000101000000000000100000010000|4493.0, -21.48042680283133|
00100100000101110011000111101011110001100000100001011011010010110001011000101000100000010000000001011010010000100000001101000100000011010001000011001011000000000101100110011000011010010000001000011000100|4950.0, -25.377473640158026|
00101100100001011010010011001010001000100000100010001101010100001010000001000110101000011011100010000011000001000000101101000111110000100101100110101110110000101110000010000010000101011100101110000000100|5592.0, -29.64220887734341|
10101000100000000100010110000010101000100000001000111001000110000011000111011001001000011000001011000000110100000001010000001001100100000001110100000110010000001000000110000000001000101000000000000001100|4207.0, -14.336947549471022|
00101101110101100000100000001010000000111000100000001010000010100001111011110110000010101001000100011100100001001000101000000001000011001100011000110001010000000101000010000100110000010000100110011010000|5126.0, -25.929850670780617|
00101110100011110100100001001010010010100010100110000001010001011010101001000000111000110011010010011000110100000010000100010111000001110011100011100010000000110110000110011010000100000100100000100110000|5575.0, -27.935420402182775|
00111000001011100000101111001111100000000001100011000101011110100011100100100100011000101001010011010111000001000000110000010010110000000001010010110010000010110110000010111001011110011110011010010001000|6237.0, -33.21130123438731|
00100100010001010010101111001111010111100110101110111101010100001000011100011100100100011101010110000000010001100000000010111010101011000000111011100010000000000010100010000001011100001110000011011000100|6289.0, -33.307616509885605|
00000101000000110000010001000110010000000010011000001001110001010000000011001000010101010000000010110000011001000001110110000001100001000001010001101000000001010000100000000010011000100000100000010000000|3835.0, -11.01380717061669|
11111101011011111111101101011010101000100001100110101111010011010011011011101110001011011010111110100011110111000001101010101110111000010110011011101011001110010110011111111000001001111100010010000000100|8642.0, -41.266045096844586|
10111101100101000000001011001010100000100010101000011000010110000101000001000000011011101101011000000000001010000100100100101010101011100011000010111000000000101111000110001100011000011001111110000000100|5651.0, -31.814709848427526|
00100100000101100101100001101010110110100100100111011000010000010011001000000100111100011100011110011000011100100000111011010110000011010000000011111010011101000100001011101000101101001000001111010100010|6303.0, -33.969995251677936|
10000100010000001000000101100010110000010000100000101010100000000001110010000110110000001100010100100000000000000010100000100000100000110000100001101000100110000110100010010001101100101100000010000000110|4281.0, -15.161950595891776|
00110100000111101100100000111011110000100010100101101011010100010010001000001000010000010100100111101001010000001000101011000101000001010001100111101000100100001000010011101000100000001001000011010100110|5535.0, -27.562225982035446|
11110100000101010111100001101110111101001000100000011111001110010011101010101000101001111110010111000000110111001110101111110011001011001010010011110111110100011110010110111101000101101100110010000110011|8270.0, -40.05816397066056|
10010111000101010000010001001011011010100000101010001101011010010010000100001000101010101011010100000000100000010100101000101100000001100001010010100110000001011000000110111000100100011100001011000000110|5228.0, -27.175091083207857|
11100110111001010100110001111110111000101000110010101111010110000110011010100111001100111001000101011000111110000000101110000110100001100001101111111100001000110100000010101000101110101100011111000010010|7518.0, -38.156050779881205|
00100100100001000101001101000010110000101010101010000101011000010100000000100010011100011001001100000001000000000100000000010111100001000100101010001010000100100000000110000010000100000100100011010100010|4357.0, -20.016133350587605|
00000101000000000011000110011110001001000100100011011001001000000101000110000101000000000000011000001000001000000000100000011001100101001011000011100101000100001010010000001000010010000001001101000000100|4304.0, -18.646557931185967|
00001110101001000011101110101110100010100000111000001001011111001111001000110100101101101000010011000010110100100000100100101110100011100001000111100111110110101110000110111001101110111110001011100100111|7485.0, -37.64427666018832|
00000110000010100001100001001010101000100110000000000011111110100000000000000000000000110000100010100100111000010000000110100010100001110100111010110000000000100110000000011000011001000001000010000001011|4318.0, -18.889610812981775|
