00100101001101111100110010011010101001111000101000011001111101100011010110110001101011111001111111111001110100101010101101010111010001101011000010110011100001011111011110111101111000111000111110011001010|8588.0, -41.5186789263328|
00010100000001000001000001001010001000110000000000001001000000010100000000000010000110000100001010001111011001011000001000000000000101010111000001011101000001100001100001000110101000010001000010000010010|3907.0, -12.19837356375895|
00000000000101011110001000001010100000100000100000111001011100100010001101100100100010011000001010001000010010000110000010000010100001011001001010100000000000001000000010100100000000000100110010000000100|4165.0, -22.981245531418242|
01100100000101000101001001001001100001000100001000000010001000010100001101000010100000010001001000111000000011110000100000000101000100100101010000100100100000100001001010011001001000000110000000001000010|4146.0, -15.756686697251427|
10101100001101101110100011011001111000101011101110011101111111000011110111110001011010101101110110000000110100010000100000001111100011100011110011100010010001010110110011101100000110111110111010010001100|8111.0, -40.891473352798315|
00100001001101100010000000001011101000100000100100011001100000100000000001010000101000001110011000110001000110010000100101000001001001001001100010110100000100100011100010001001110001011000000000110101000|4859.0, -23.74302806530722|
01100100110001010100000110101010001010100010111000011101010110001111101010001001011001011000100010000000110100001000101000000110110110000000110011100011000010000110000010010000001101001101000000000111001|5712.0, -31.334748061333375|
11100100000001111110101110101110011100101010110101101011110111100010101001000010111110001101111100111000000011111001111010001110000111100011110011110110010000111110001010011000011100011000001010110000100|7779.0, -38.401374638961045|
00110100001011100001000000001010110000001000100000001010001110011010001110001110101100111000000010100001100000111100100100000111000111000000010011100011100000011110100110110101000001011010010100010100010|5652.0, -28.676746945355198|
01111111100001001000000101001010010010100110101000000101011110000100001010011010111000011001011110101001101011000100100001100110001010101011011010101010010010100100000110101010000100001100111000010000001|6382.0, -33.71853452550336|
01000100101001010001100000000000100000100000001100001000010100100110001010001010000100100011100110111000000000101000010000000100000000010000001001000111100100100001000010001000000000010000000100011100001|3954.0, -14.110786889426597|
01110100000101110010000000001010110010100010100101111101000100010100001000111100111000011001000000001000110111101100110101100010011101000001000010100000110100001010000010101100100101001001001010011001100|6034.0, -32.5244099656208|
00100100010001000011001001001010110000101010111100100001110110000000011000100010001001101010010000010000001010010011101111000000001100011010100001100010000011010010001010011001010010001001100010010000000|5287.0, -28.620122660680767|
11110100000111110010100111001011111100100000100001001011010111111000011001001000001100001111100011000101000110111000101001100011000011110000001010100000001110001100011110111101001011001000010110100000100|6821.0, -33.78412549898728|
00100100001101100000000000001011100001100010110100001001100010010101011110011100001010111001010110100000100110000001100001111001100001001000010011111111010000100111100010011001101100001101000011000011000|6184.0, -32.64828088867843|
10100100001101011110000011000010100001100011110000101101011100110111011001011000111011111101011100101111100101010011100010001110100000101001110011110110100001001110010010011000110101111101010010110000101|7627.0, -37.70525734978404|
00010000000001011101000101000010100001100100110001001101110110100010011110101001001000111001100110110000011000001010110001000000000011000101000011000000000010010000001010101010010000001001000000011110010|5211.0, -27.26536283405881|
10000110010101110000000000101110101000101100110000000100010110000001001001100010011010101010110011010101000000000000100110000000100110010001000011100010010000001110100010010001100000001010100011110001001|5138.0, -25.835828992950976|
00100000000101010000000101000000011001111000101000100111011010010011011000000011101001011000000010100000111000000000100000010111100101000000100111100000000011001110100110000001110100001100000100110000010|5134.0, -24.053612639578514|
11100111100001111001100001111010100111100001100000011101010000011100001000001001101010011100011100100010001101100111101000001000010101010001100011101011010110000110110010101001011100011110001111010100011|7216.0, -35.37509175039979|
11110100001001000100000110001010001000001100110001001100011000100010000000100000001001110011101110100001000000110000000000001111100001101010010001001111000000110001000010100001001001101010100010010010000|5052.0, -23.97961354364558|
10100100000001110010111100001010100111000010100110001001110011010010001010001011111011011000111010010010111000001001110010110110100001101001001001100011001001101110010110101010100001111001011010100001010|7024.0, -35.307716955900375|
00110100100001001000000000001010111000000000100010101110011110011000101010111000001100101010000010100001000110101100100100001111000001100000010011110010100100001000000010101100010000001110100010010100000|5208.0, -26.207107301174354|
10100100001101010000100000001000110001100010100011101110111110110110111001101100101011111001010110001100110010010111100010000110010011101111111010100110100111000111000010011000110000001101110010110001011|7548.0, -36.756893936674615|
10111100000011100100100111001111110111110010101001001111011001100000101010101110101011111101010100011110011000101000110000001100100010110101010110101101010110010010000010101100010000001100001110010110010|7344.0, -36.14031780611763|
10100101001001010100000000001000100101100011110000101100000110110110011001001000111011111001010110111110110001010111100010001110010010101001111011100110101111001010010010011000000101011101010001010001111|7269.0, -35.93668355547563|
00100101111101110000000011101011100001100010100100001101001011001110011110010001011010011011010110001100101110010001100111110011010000101010110011101111010100001110010010001101111100011110001011010010000|7452.0, -36.39888065946194|
01111100101001101101100100101111111001100001101010101001001100000010000100110010001100001101010110000010001011111110100010001110000101000010010011100110000100001110110111101000011001001111000000110111010|6989.0, -34.838995107931844|
00110100111101101001110101101111011000100100100011001001011110100010010100111010001000001101010110110000001011011111110000001111000001100000010010110110100100001110111011101000010001011111110010110011011|7543.0, -36.4487619476632|
00100101110101010110000010101010100101110011110000011111001000010110001110111010111010011011010010000000100000000000110111110001110101000001110111101110110100001110010010001100100100011110001000000010000|6839.0, -34.48009570753582|
11101010001101010000100100101011100011010010100000001101000111100110011011101101001011111000000110010000110010001001101010001010100010100101010001110101010010011001001010111010010100011100100010111000011|6926.0, -34.63577735013064|
11110100011011111000001101101011110100111100100000111100010100110100010010101110000010101101000111010000010000001010111011001000011001010011001110100001000000001011010111111000001110011001000110010000110|6896.0, -34.63169823546524|
00010111011001001011011101111011111000100010100001011000001000010110011000000110101110101011110110110000010010111000100011000100010111010001101011100101001010100000010011101000010010001111001011010000001|6846.0, -34.48594749146837|
