00000101000000110000010001000110010000000010011000001001110001010000000011001000010101010000000010110000011001000001110110000001100001000001010001101000000001010000100000000010011000100000100000010000000|3835.0, -11.01380717061669|
11111101011011111111101101011010101000100001100110101111010011010011011011101110001011011010111110100011110111000001101010101110111000010110011011101011001110010110011111111000001001111100010010000000100|8642.0, -41.266045096844586|
10111101100101000000001011001010100000100010101000011000010110000101000001000000011011101101011000000000001010000100100100101010101011100011000010111000000000101111000110001100011000011001111110000000100|5651.0, -31.814709848427526|
00100100000101100101100001101010110110100100100111011000010000010011001000000100111100011100011110011000011100100000111011010110000011010000000011111010011101000100001011101000101101001000001111010100010|6303.0, -33.969995251677936|
10000100010000001000000101100010110000010000100000101010100000000001110010000110110000001100010100100000000000000010100000100000100000110000100001101000100110000110100010010001101100101100000010000000110|4281.0, -15.161950595891776|
00110100000111101100100000111011110000100010100101101011010100010010001000001000010000010100100111101001010000001000101011000101000001010001100111101000100100001000010011101000100000001001000011010100110|5535.0, -27.562225982035446|
00110000000000101010000101001110000000000010011001100101001110000001000110000100001000010100010001100000010000010000000000000000100010001001000000010100000001010000100001100001101000010100010011000100000|3976.0, -11.758157767248402|
11100100101001110011110000111111101000100001110010101111110010000110010010110111111110111001010110111110110011001000111111000110100001111001100010111110000000010100010110101001001110101100001111001010011|8164.0, -38.17596535998865|
11110100000101010111100001101110111101001000100000011111001110010011101010101000101001111110010111000000110111001110101111110011001011001010010011110111110100011110010110111101000101101100110010000110011|8270.0, -40.05816397066056|
10010111000101010000010001001011011010100000101010001101011010010010000100001000101010101011010100000000100000010100101000101100000001100001010010100110000001011000000110111000100100011100001011000000110|5228.0, -27.175091083207857|
10101111010001000000001011111010010000100100100100101001000011000100000010000100010000111001110011000000000100000000001001000000010001000010011000100010110100100100001010001001000000110010000111000111010|4975.0, -25.157193369524684|
11100110111001010100110001111110111000101000110010101111010110000110011010100111001100111001000101011000111110000000101110000110100001100001101111111100001000110100000010101000101110101100011111000010010|7518.0, -38.156050779881205|
11100100000101000000111101101010111100100000110010101111101101000010001111101001110010111001010100100010010000100100100101000011100001110011001001001110111010110110000110101101000000111000110001010000010|6710.0, -34.69798410494973|
00100100100001000101001101000010110000101010101010000101011000010100000000100010011100011001001100000001000000000100000000010111100001000100101010001010000100100000000110000010000100000100100011010100010|4357.0, -20.016133350587605|
00000101000000000011000110011110001001000100100011011001001000000101000110000101000000000000011000001000001000000000100000011001100101001011000011100101000100001010010000001000010010000001001101000000100|4304.0, -18.646557931185967|
11010001010001011000010001001110100000101011110000011011110110100000000101001010010010110000101010000000000000101110000100100000100001000000100010100000001000001000000000001110001010001100000010001001000|4633.0, -21.22051059540186|
10101100010001010010010100011011010101101100101000001011010100000000000100100000011000100001000100000100101100001000110000000000001001100000000001001010000100001010100010001010010000001010001110000011101|4891.0, -23.401806910585766|
10101110110101011100100101111011110000110110101110011101010011011101011010100101101000111101010000000000110010000100110101000110000001000100100100100110000010100010000110001110000111111101010110000001110|7034.0, -35.694348540347114|
11100100010001010110100101101010110000100010101010101111111110010010011001100011011100111011011000110100101000101100100100011110100001110111000111101010000000011010100110100000010001111101010111000111011|7279.0, -36.404337668108454|
00100110000011100101101101101000010000000010100000001101100001010010010000100000000001110000100110000010000100100100011010000010000001111000010100110100000000100100000110001100100000010100110001000001001|4717.0, -21.224709285690004|
00101100010100010010000100011011010001000100101000001011011110000000001000100100010001001001001100010101101100001100100000000000001101100000001011101000000001001010100010010000001000001110000110001000100|4829.0, -22.619337051531698|
11100110001101010010100110101110110101101100110010101001101100000111011001110101111010110001111100011000110110111000101001101100110001010100000001100111000000011010100011111100110110011000000110010000011|7451.0, -36.71885323177084|
00001110101001000011101110101110100010100000111000001001011111001111001000110100101101101000010011000010110100100000100100101110100011100001000111100111110110101110000110111001101110111110001011100100111|7485.0, -37.64427666018832|
00000110000010100001100001001010101000100110000000000011111110100000000000000000000000110000100010100100111000010000000110100010100001110100111010110000000000100110000000011000011001000001000010000001011|4318.0, -18.889610812981775|
10101100000101000000000101010111110011000001111010001001011100010101011100100010001000101011001110100101110000100100101110100110000101100101110010110010110000000001110010101000001111001100101110010100111|6830.0, -34.98885485516858|
10011101000001010111111111111110010000111110101000011001001010011111111001101100111011010101111010000100010111110000101100010010111001000001100001100111000101101010000010100000100100011000011011000001110|7337.0, -36.61505172886239|
00110000001001011000001000001001100011100010101000001101000011100000000100100110101100110000110000000000110000001010100000001010100001001010000001000010010001001000000010001010111001111001000011001011010|4839.0, -22.921317596449878|
10110010100101011010000101001010100000110001101110101001011100001111010100101110011101010101111101011000111000100100101011111010110001101001010000000110000010100010100110101100000011011100000111001000100|6957.0, -35.46536219279426|
10110101001101100011111111001010101100100010100110011101010111111000011010101100111001101101101011100000000100010000101000011100100001101010011010100100011010010000101010101000110000001001010011001010100|6855.0, -35.24720451395651|
00110110001111111010000001001010111000101110100000000101001110001111001010100100001001111100100100111110010000100001100000100111110110100110110100100110011011001101100010011000010000001100011111010000100|6920.0, -35.308446756904075|
